title,price_monthly,bedrooms,sqft,unit_type_clean,location_clean,market_area,description,extreme_low_price_flag,scraped_at,url
one bed one bath apartment for rent with big balcony,1200,1.0,900,Condo,"West Humber-Clairville, Mississauga / Peel Region•",Peel,"Single occupancy, wifi, utilities all included no extra charge,SAFETY FIRST - 24 × 7 security guard available, Free Gym in the building, bus stop and shops etc infront of building, Walk in distance ...",0,2026-02-11 22:13:58.788362,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bed-one-bath-apartment-for-rent-with-big-balcony/1732943775
Spacious two bedroom unit for rent,2095,2.0,,Apartment,Mississauga / Peel Region•,Peel,"SPACIOUS TWO BEDROOM APARTMENTS STARTING FROM $2,095/month* Discover comfortable living at Hurontario Apartments, ideally located at the prime intersection of Hurontario & Dundas with quick access to ...",0,2026-02-11 22:13:50.195107,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/spacious-two-bedroom-unit-for-rent/1730160110
"73 DUMFRIES AVENUE Brampton (Heart Lake West), Ontario",2700,3.0,,,Mississauga / Peel Region•,Peel,"Welcome to the Fully Upgraded Semi Detach House With Huge Corner Lot, Comes With 3Bedrooms/3 Baths In Heart Lake Area. Hardwood Floors On Main And Upper Level, Upgraded Gourmet Kitchen (Chef's ...",0,2026-02-11 22:13:57.685615,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/73-dumfries-avenue-brampton-heart-lake-west-ontario/1728641595
"2711 - 2495 EGLINTON Avenue Mississauga, Ontario",3500,2.0,,,Mississauga / Peel Region•,Peel,"For more info on this property, please click the Brochure button. Luxury Living at Erin Mills & Eglinton. Brand new, Never Lived-In 908 SQFT 2 Bed 2 Bath Fully Upgraded Executive Corner Top Floor ...",0,2026-02-11 22:14:00.670315,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2711-2495-eglinton-avenue-mississauga-ontario/1730226169
"72 SCHOONER DRIVE Brampton (Fletcher's Meadow), Ontario",2700,3.0,,,"Mount Pleasant Village, Brampton (Fletcher's Meadow)•",Peel,"Single car garage detach house, with 3 bedroom and 3 washroom available immediatly, Upper portion only with 70% utilities. (id:24493) MLS® #W12773412 The trademarks MLS®, Multiple Listing Service® ...",0,2026-02-11 22:13:51.673385,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/72-schooner-drive-brampton-fletchers-meadow-ontario/1733011245
"20 BOWSFIELD DRIVE Brampton (Vales of Castlemore), Ontario",3300,4.0,,,"Vales of Castlemore, Brampton (Vales of Castlemore)•",Peel,"Nestled within the sought-after Vale of Castlemore Area in Brampton, this exceptional 4-bedroom residence stands as a testament to thoughtful design. The home greets you with an inviting open-concept ...",0,2026-02-11 22:13:52.575469,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/20-bowsfield-drive-brampton-vales-of-castlemore-ontario/1733010318
"One Room available, three bedroom house upper level  malton",1000,3.0,,House,"Malton, Mississauga / Peel Region•",Peel,"One Bedroom available in three Bedroom house in Sharing with family . Only for girls and couple, No Car Parking plz. Available from 15 feb or 1st march. Utilities included",0,2026-02-11 22:13:56.409441,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-room-available-three-bedroom-house-upper-level-malton/1732967861
2 Bedroom Townhouse Apartment for Rent - 2699 Battleford Road,2459,2.0,960,Apartment,Mississauga / Peel Region•,Peel,"Welcome home to your own oasis. Located on the grounds of Mississauga's beautiful Lake Aquitaine, Lakeside Place is a serene residential neighbourhood near Erin Mills Parkway and Battleford Road. ...",0,2026-02-11 22:14:01.660007,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-townhouse-apartment-for-rent-2699-battleford-road/1731519270
"Sherobee Apartments - 1 Bedroom available at 2076, 2100 Sherobee",2235,1.0,760,Apartment,Mississauga / Peel Region•,Peel,1 Month Free Rent No Last Month's Rent Deposit Free Parking Visit our Website: https://www.capreit.ca/apartments-for-rent/mississauga-on/sherobee-apartments/ Sherobee Apartments near Hurontario & QEW ...,0,2026-02-11 22:13:48.603527,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/sherobee-apartments-1-bedroom-available-at-2076-2100-sherobee/1728771256
"114 - 5035 HARVARD ROAD Mississauga (Churchill Meadows), Ontario",2200,1.0,,Condo,"Churchill Meadows, Mississauga / Peel Region•",Peel,"Beautiful 1 Bedroom,***Main Floor***Walk out to Balcony***Low Rise Condo***South side Exposure***Open Concept Unit, Located just minutes from Erin Mills Town Centre, Credit Valley Hospital, top-rated ...",0,2026-02-11 22:13:57.817736,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/114-5035-harvard-road-mississauga-churchill-meadows-ontario/1731573249
Furnished Bedroom available for Rent for Female,550,3.0,1500,House,"Heart Lake South, Brampton•",Peel,"Furnished Bedroom for Rent for Female in shared Three Bedroom House with other Two girls. Major intersection Kennedy and Bovaird. Hwy 410, Trinity common very close by, Walking Distance to Bus Stop, ...",0,2026-02-11 22:13:58.871682,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/furnished-bedroom-available-for-rent-for-female/1732940373
2 bed 2 bath condo for rent in Mississauga,3000,2.0,900,Condo,"Core, Mississauga•",Peel,"3880 Duke Of York Blvd 2311, Mississauga UNOBSTRUCTED SOUTH LAKE VIEW AND CITY VIEW FROM EVERY ROOM FACILITIES/AMENITIES.CONVENIENTLY LOCATED ACROSS THE MULTI MILLION DOLLOR CELEBRATION SQUARE, CITY ...",0,2026-02-11 22:13:58.838237,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bed-2-bath-condo-for-rent-in-mississauga/1732941620
"520 - 260 MALTA AVENUE Brampton (Fletcher's Creek South), Ontari",2699,2.0,,,Mississauga / Peel Region•,Peel,"Junior 3 Bedroom with Parking and Internet Included! One of the largest Suites in the Brand New Duo Condos. Open concept, 844 sq ft, 9' ceiling, wide plank HP Laminate Floors, Designer Cabinetry, ...",0,2026-02-11 22:13:48.728032,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/520-260-malta-avenue-brampton-fletchers-creek-south-ontari/1728753521
"BASEMENT - 830 ZATOR AVENUE Pickering (Bay Ridges), Ontario",1950,2.0,,Basement,"Bay Ridges, Pickering (Bay Ridges)•",Durham,"Client Remarks***Legal Unit*** Stunning, Completely Renovated 2 Bedroom Basement Apt. In Fantastic Location!! Exceptionally Clean & Well Maintained, Neutral Paint & Laminate T/Out. Spacious & ...",0,2026-02-11 22:13:51.66585,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-830-zator-avenue-pickering-bay-ridges-ontario/1733009365
"305 - 100 BOND STREET E Oshawa (O'Neill), Ontario",2500,2.0,,Condo,Oshawa (O'Neill)•,Durham,"Say Hello to Condo Style Living You Can Lease. Unit 305 is a spectacular 2 BR plus Den, Primary BR with Ensuite, Additional 4Pc Main Bath, Open Concept Design all in a corner unit with Eastern views. ...",0,2026-02-11 22:14:01.647948,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/305-100-bond-street-e-oshawa-oneill-ontario/1725023560
"BSMT - 1198 REXTON DRIVE Oshawa (Kedron), Ontario",1500,1.0,,Basement,"Kedron, Oshawa / Durham Region•",Durham,"Bright and spacious newly finished 1 bed, 1 bath walk-up basement apartment with separate entrance. Modern bright finishes. 1 parking spot. Private laundry. Lots of storage. New appliances. ...",0,2026-02-11 22:13:53.478475,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/bsmt-1198-rexton-drive-oshawa-kedron-ontario/1728697865
"220 CORONATION ROAD Whitby (Williamsburg), Ontario",3200,3.0,,Townhouse,"Rural Whitby, Whitby (Williamsburg)•",Durham,"Bright & spacious 1,911 sq. ft. townhouse featuring 9-foot ceilings on the main and second levels, double-door entry, and a double car garage. This well-designed home offers three bedrooms, three ...",0,2026-02-11 22:13:52.149098,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/220-coronation-road-whitby-williamsburg-ontario/1733011032
"3 Bedroom, 1 Bathroom Home for Rent",2250,3.0,7777,Duplex/Triplex,"Lakeview, Oshawa / Durham Region•",Durham,"• 3 Bedrooms, 1 Bathroom For Rent ! • Laundry in unit • Utilities included • Parking included • Storage also included • Available ASAP",0,2026-02-11 22:13:55.934105,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/3-bedroom-1-bathroom-home-for-rent/1732980057
"214 - 1010 DUNDAS STREET E Whitby (Pringle Creek), Ontario",2800,3.0,,Condo,Oshawa / Durham Region•,Durham,"Welcome to HARBOUR TEN10 - A Brand New Condominium Building in Whitby, Solid Built Construction, Harbour Ten10 in its Majestic 5 Storey Building is a true testament of being what a ""THE CROWN JEWEL ...",0,2026-02-11 22:13:58.245915,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/214-1010-dundas-street-e-whitby-pringle-creek-ontario/1730271739
Fairlawn Basement Unit,1950,2.0,800,Basement,Oshawa•,Durham,"Welcome to 368 Fairlawn Street, Oshawa, ON Looking for a Basement Unit in a good area in Oshawa, ON? This 2 bed, 1 bath detached basement unit is now available for rent! This unit includes a Fridge ...",0,2026-02-11 22:13:57.355461,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/fairlawn-basement-unit/1730290607
Oshawa 1 Bedroom Apartment for Rent - 525 St. Lawrence Street,1499,1.0,650,Apartment,Oshawa•,Durham,"The Laurentian offers everything you need for comfortable city living.Ideally located at 525 St. Lawrence Street at the intersection of Simcoe and Bloor in Oshawa, this inviting community sits ...",0,2026-02-11 22:13:49.60974,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/oshawa-1-bedroom-apartment-for-rent-525-st-lawrence-street/1721819216
"1 - 645 TOWNLINE ROAD N Clarington, Ontario",1750,2.0,,,Oshawa / Durham Region•,Durham,"Welcome to this newly updated 2 bedroom, 1 bathroom unit at 645 Townline Rd! This charming property features a spacious living area perfect for entertaining or relaxing. The full-sized, kitchen is ...",0,2026-02-11 22:13:57.440544,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-645-townline-road-n-clarington-ontario/1731574251
100 Bond Street East Prism,2250,2.0,678,Apartment,Oshawa / Durham Region•,Durham,"100 Bond Street East Prism Condominium Lifestyle Living in Downtown Oshawa. Clean, Safe, Secure building, onsite parking (surface & underground), Onsite Management Staff, Party Room and Security. ...",0,2026-02-11 22:13:55.161913,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/100-bond-street-east-prism/1724158298
"1017 PISCES TRAIL Pickering, Ontario",3400,4.0,,Basement,"Lamoreaux, Pickering•",Durham,"Bright & Spacious Brand New Single Car Garage Detached Home with Walk Out Basement. 4 Bedrooms & 3 Baths. 9Ft Ceilings On Main & 2nd Floor. Open Concept Kitchen area with Huge Quartz Countertop, ...",0,2026-02-11 22:13:51.519737,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1017-pisces-trail-pickering-ontario/1733010000
Stunning Two Bedroom Basement Apartment!,2000,2.0,1500,Basement,"Donevan, Oshawa•",Durham,"Welcome to this charming 2-bedroom rental property located in the desirable Donevan neighbourhood. This home is conveniently situated close to public transit, making it easy to access various ...",0,2026-02-11 22:13:56.062868,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/stunning-two-bedroom-basement-apartment/1731721439
Super Cute & Bright 2 Bdrm Bsmt. AVAIL. MAR 1!,1650,2.0,800,Duplex/Triplex,"Lakeview, Oshawa•",Durham,NEW LISTING!!! Book your personal tour today to see this **BRAND NEW RENOVATED*** LOWER LEVEL 2 BDRM of a duplex. Available MAR 1st ➡️Renovated 2 bedroom lower level unit. ➡️Bright and open concept ...,0,2026-02-11 22:13:59.527052,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/super-cute-bright-2-bdrm-bsmt-avail-mar-1/1732927147
110 Nonquon Road - 2 Bedroom Apartment for Rent,1849,2.0,864,Apartment,Oshawa•,Durham,"Love Where You Live | Enjoy One Month FREE on a 13-Month Lease If Move-In by March 1!* Nestled in the serene neighborhood of North Oshawa Park, 110 Nonquon Road offers a tranquil living experience. ...",0,2026-02-11 22:13:50.466307,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/110-nonquon-road-2-bedroom-apartment-for-rent/1729723174
"25 SPRUCEWOOD CRESCENT Clarington (Bowmanville), Ontario",3400,4.0,,,"Bowmanville, Clarington (Bowmanville)•",Durham,"This Beautifully Maintained 4-Bedroom, 3-Bath Home Features A Bright And Spacious Main Floor Living Space, Updated Kitchen That Walks Out To Fenced Yard, And Functional Family-Friendly Layout. ...",0,2026-02-11 22:14:03.136389,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/25-sprucewood-crescent-clarington-bowmanville-ontario/1732876564
"BSMNT - 1283 TOWNLINE ROAD N Oshawa (Pinecrest), Ontario",2295,3.0,,Basement,Oshawa (Pinecrest)•,Durham,"Recently Newly Built Modern 3-Bedroom, 1-Bathroom Walkout Basement Showcases A New Floor And Contemporary Finishes Throughout. Ideal For A Small Family, The Apartment Features Ample Living Space. ...",0,2026-02-11 22:13:51.628088,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/bsmnt-1283-townline-road-n-oshawa-pinecrest-ontario/1733010354
Studio unit at 1900 Simcoe Street N,1400,0.0,274,Condo,Oshawa / Durham Region•,Durham,"Studio unit at 1900 Simcoe Street N Discover the perfect blend of convenience and comfort at 1900 Simcoe Street North in Oshawa, Ontario! This modern property is ideally situated for students and ...",0,2026-02-11 22:13:49.936451,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/studio-unit-at-1900-simcoe-street-n/1730532584
"APARTMENT C - 92 KING STREET W Cobourg, Ontario",1480,1.0,,Apartment,Oshawa / Durham Region•,Durham,"Totally New Renovation. $$$$ Spend . Location And Location. This Is Spacious 1 Bedroom Apartment On The backside of the 2nd Floor. Close To Historic Downtown Cobourg Shopping, City Hall, Beach And ...",0,2026-02-11 22:13:58.274064,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/apartment-c-92-king-street-w-cobourg-ontario/1731571313
FOR LEASE 1 bdrm/1 bath in Oshawa,1800,1.0,600,Apartment,"Lakeview, Oshawa•",Durham,"☑️ Inviting, affordable 1-bedroom, 1-bath apartment - IDEAL for 55+ ☑️ Well-maintained, clean, and situated in a quiet complex in desired Eastdale community ☑️ 1 parking space, ensuite laundry, water ...",0,2026-02-11 22:13:49.955817,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/for-lease-1-bdrm-1-bath-in-oshawa/1733038426
"25 - 22 MARRET LANE Clarington (Newcastle), Ontario",2980,3.0,,Townhouse,"Newcastle, Oshawa / Durham Region•",Durham,"This brand-new, never-lived-in townhome offers 2,018 sq. ft. of modern living across four levels. Designed with style and functionality in mind, it features three generously sized bedrooms, each with ...",0,2026-02-11 22:13:53.481842,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/25-22-marret-lane-clarington-newcastle-ontario/1728697849
"732 HILLVIEW CRESCENT Pickering (West Shore), Ontario",5000,5.0,,,"West Shore, Pickering (West Shore)•",Durham,"Experience the pinnacle of luxury in this stunning custom-built 3-storey residence, where elegance meets everyday functionality just steps from Petticoat Creek, Rouge Beach, and the Waterfront Trail. ...",0,2026-02-11 22:13:59.829399,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/732-hillview-crescent-pickering-west-shore-ontario/1732920534
"LOWER - 103 BRIDLEWOOD BOULEVARD E Whitby (Rolling Acres), Ontar",1800,3.0,,Basement,"Rolling Acres, Oshawa / Durham Region•",Durham,Only Lower Portion For Lease. Absolutely Stunning Brand New Lower Portion For Rent (Legal Basement Apartment) With 3 Spacious Bedrooms And 2 Full Washroom. Home With Totally Separate Entrance! Open ...,0,2026-02-11 22:13:57.510333,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/lower-103-bridlewood-boulevard-e-whitby-rolling-acres-ontar/1731573914
"1431 CORAL SPRINGS PATH Oshawa (Taunton), Ontario",2900,3.0,,Townhouse,"Taunton, Oshawa (Taunton)•",Durham,"3-bedroom, 3-bathroom freehold townhouse offering modern design and functional living in a vibrant, family-friendly neighbourhood. The main level features two separate entrances and a versatile ...",0,2026-02-11 22:14:03.204908,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1431-coral-springs-path-oshawa-taunton-ontario/1732876031
"2309 CHEVRON PRINCE PATH Oshawa (Windfields), Ontario",2750,3.0,,Townhouse,Oshawa / Durham Region•,Durham,Elegant Townhouse in North Oshawa with 3 Bedrooms and 2.5 Bathrooms. Enjoy the open-concept main floor flooded with natural light from large windows. Each bedroom is outfitted with spacious windows. ...,0,2026-02-11 22:13:58.079753,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2309-chevron-prince-path-oshawa-windfields-ontario/1731572381
2 Bedroom basement apartment Pickering near Go Station,1700,2.0,1000,Basement,"Bay Ridges, Pickering•",Durham,"Just renovated legal basement 2 bedroom apartment with separate entrance, all new laminate, new paint, separate shared laundry, new full bathroom, full kitchen and 2 parking spots Close to 401, ...",0,2026-02-11 22:13:56.197564,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedroom-basement-apartment-pickering-near-go-station/1732558665
"3094 SIDELINE 16 Pickering, Ontario",3000,4.0,,,"Rural Pickering, Pickering•",Durham,"Beautiful Almost New 4-bedroom, home in a top Pickering neighborhood! Enjoy a stylish modern kitchen, spacious family room with fireplace, and unbeatable convenience-Hwy 407, Highway 7,Pickering Town ...",0,2026-02-11 22:13:51.986769,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/3094-sideline-16-pickering-ontario/1733011733
"330 ADELAIDE AVENUE E Oshawa (O'Neill), Ontario",2200,2.0,,Apartment,Oshawa / Durham Region•,Durham,"This beautifully updated 2-bedroom, 1-bathroom apartment is available for lease. The unit features a brand-new floor throughout and boasts a large, bright window in the living area, offering plenty ...",0,2026-02-11 22:13:53.883779,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/330-adelaide-avenue-e-oshawa-oneill-ontario/1731620256
"302 - 80 ATHOL STREET E Oshawa (Central), Ontario",2400,2.0,,Condo,"Central, Oshawa (Central)•",Durham,"Welcome to Unit 302 at 80 Athol St E a rarely offered 2-bedroom, 2-bathroom condo in the heart of downtown Oshawa. This bright and spacious unit features a unique greenhouse-style eat-in kitchen with ...",0,2026-02-11 22:14:03.505695,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/302-80-athol-street-e-oshawa-central-ontario/1732875880
2 Bedroom 1 Bath Basement Apartment,1500,2.0,700,Basement,"Farewell, Oshawa / Durham Region•",Durham,Legal 2 Bedroom 1 Bath Basement Apartment in Oshawa (Simcoe St S and Ritson Rd). * 2nd room can be used as living room as there is no separate living room - Recently Renovated. - Separate Entrance. - ...,0,2026-02-11 22:14:02.196008,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedroom-1-bath-basement-apartment/1732893970
"20 MCNICOL CRESCENT Ajax (Northeast Ajax), Ontario",3290,4.0,,House,"Audley North, Ajax (Northeast Ajax)•",Durham,"Beautifully Maintained DETACHED HOME FOR LEASE in Sought-After NORTHEAST AJAX! This Bright and SPACIOUS Home Features LUXURY VINYL PLANK FLOORING THROUGHOUT, Offering a Modern, LOW-MAINTENANCE ...",0,2026-02-11 22:14:02.735046,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/20-mcnicol-crescent-ajax-northeast-ajax-ontario/1732876539
2 Bed 2 Bath Apartment,2350,2.0,793,Apartment,"Windfields, Oshawa / Durham Region•",Durham,"Spacious 2 Bedroom, 2 Bathroom Apartment for Rent @ 2425 Simcoe St N Located on the 7th floor with great views and plenty of natural light. Corner unit with 2 balconies. Available March 1st. Parking ...",0,2026-02-11 22:14:02.129717,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bed-2-bath-apartment/1732895851
420 Harwood Ave S - 2 Bedroom 1.5 Bath Apartment for Rent,2295,2.0,,Apartment,Ajax•,Durham,"ONE MONTH FREE!! BOOK YOUR TOUR TODAY!! Choose from a large selection of smartly designed suites in this contemporary building and enjoy an array of amenities including a Fitness Room, Party Room, ...",0,2026-02-11 22:13:58.659627,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/420-harwood-ave-s-2-bedroom-1-5-bath-apartment-for-rent/1720485387
1 Bedroom for rent!,1350,1.0,650,Apartment,"Rural Clarington, Oshawa / Durham Region•",Durham,Brand New Renovated One bedroom for rent asap! Includes water and heating. You pay hydro only which is 30-70 a month. Includes Fridge / Stove / Washer & Dryer. One car Parking and Central Air!,0,2026-02-11 22:13:55.852113,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-bedroom-for-rent/1732752880
"BASEMENT - 1959 DALHOUSIE CRESCENT Oshawa (Samac), Ontario",1270,2.0,,Basement,"Samac, Oshawa / Durham Region•",Durham,"Welcome to this newly renovated 2 bedroom basement , nestled in one of North Oshawa's most sought-after neighborhoods. Step outside to a huge private backyard backing directly onto university ...",0,2026-02-11 22:14:01.363804,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-1959-dalhousie-crescent-oshawa-samac-ontario/1731520736
pickering 1 bed + walkout basement apartment,1395,1.0,700,Basement,"Brock Ridge, Pickering•",Durham,"Walk out excellent condition legal basement for rent near brock road and major oaks intersection on denby drive. Includes Living Room, Bedroom, Washroom, Kitchen + walkout to backyard space. Includes ...",0,2026-02-11 22:13:50.887707,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/pickering-1-bed-walkout-basement-apartment/1733023905
Basement Apartment For Rent in Ajax,1650,1.0,650,Basement,"Audley Road Business Area, Ajax•",Durham,"* Immaculate updated one bedroom basement apartment! Quiet, tree-lined, child-safe street! * Separate side entrance! *Shared laundry with main floor tenant! *Larger above-grade windows in kitchen & ...",0,2026-02-11 22:13:49.467341,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-for-rent-in-ajax/1733045785
"801 RITSON ROAD S Oshawa (Lakeview), Ontario",2590,2.0,,,Oshawa / Durham Region•,Durham,"Refreshed and Move in Ready! Large lot with lots of room for the Family, Spacious Main level leading in to eat-in-kitchen, walk-out to deck, 2 good sized rooms and a Bonus Den! Close to parks, ...",0,2026-02-11 22:13:57.67368,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/801-ritson-road-s-oshawa-lakeview-ontario/1730273335
1 Bed 1 Bath Bsmt Pickering @ Dixie & Finch *SEPARATE ENTRANCE*,1500,1.0,848,Basement,"Liverpool, Pickering•",Durham,"1 bedroom basement apartment for rent near Dixie and Finch Private Separate Entrance Laundry on location (shared space) Utilities Included (no internet) Location: - Minutes from the 401, PULSE Durham ...",0,2026-02-11 22:13:50.664636,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-bed-1-bath-bsmt-pickering-dixie-finch-separate-entrance/1733027436
80 Bond Street East,2890,3.0,1000,Apartment,Oshawa / Durham Region•,Durham,"80 Bond Street East New luxury accessible building in downtown Oshawa. Smart floor-to-ceiling windows, individually controlled HVAC system, hi-speed internet, stainless steel appliances (including ...",0,2026-02-11 22:13:55.441258,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/80-bond-street-east/1724158297
"BASEMENT - 873 WILLIAM LEE AVENUE Oshawa (Taunton), Ontario",2200,3.0,,Basement,Oshawa / Durham Region•,Durham,"Brand-new legal basement apartment featuring 3 bedrooms and 2 bathrooms with a separate entrance, conveniently located within walking distance to schools, shopping centers, and the library. ...",0,2026-02-11 22:13:57.891402,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-873-william-lee-avenue-oshawa-taunton-ontario/1728641148
"45 HEADON AVENUE Ajax (Central East), Ontario",3200,4.0,,,"Audley South, Ajax (Central East)•",Durham,"Lots of natural light 4 Bdrm Layout. Kitchen With Breakfast Area , Fenced Back Yard, Large Family Room Plus Big Sitting Room. Large Master Bedroom With W/I Closet & 5Pc Ensuite. Convenient 2nd floor ...",0,2026-02-11 22:14:02.787606,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/45-headon-avenue-ajax-central-east-ontario/1732875445
One Bedroom + Den lower level apartment,1450,1.5,650,Apartment,"Donevan, Oshawa / Durham Region•",Durham,"1 bedroom + 1 den lower level apartment Den has its own large window can be used as second bedroom. Located on A family Friendly Street, Offer Everything you need! Bright and Spacious Eat-In Kitchen, ...",0,2026-02-11 22:13:51.219679,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/one-bedroom-den-lower-level-apartment/1733018157
room rent,700,1.0,800,Basement,"Windfields, Oshawa / Durham Region•",Durham,One bedroom and inside bathroom Other two bedrooms two bathrooms students live Near uoit Working female or student female. Can you call 6474506441 or. Kumar 414malar@gmail.com. Walk out basement Now ...,0,2026-02-11 22:13:55.605691,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/room-rent/1732988788
"96C - 1760 SIMCOE STREET N Oshawa (Samac), Ontario",875,3.0,,,Oshawa / Durham Region•,Durham,Amazing Fully Furnished University Town Main Floor Bedroom with Ensuite Bathroom For Rent. Easy Steps To UOIT & Durham College. Convenient Location For Students Or Professionals. This Perfect ...,0,2026-02-11 22:14:00.724267,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/96c-1760-simcoe-street-n-oshawa-samac-ontario/1726863089
"BSMT - 1354 APOLLO STREET W Oshawa (Eastdale), Ontario",1900,2.0,,Basement,"Eastdale, Oshawa (Eastdale)•",Durham,"Modern 2 Bedroom Basement in Oshawa, 2 spacious Bedrooms With Built In Closets, Living, Dining and 1 Washroom. Separate entrance for added privacy and convenience. Basement with complete pot lights. ...",0,2026-02-11 22:13:59.984742,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/bsmt-1354-apollo-street-w-oshawa-eastdale-ontario/1732920609
"1975 FAIRPORT ROAD Pickering (Liverpool), Ontario",2000,2.0,,Basement,"Dunbarton, Oshawa / Durham Region•",Durham,"SPACIOUS AND COZY LEGAL BASEMENT APARTMENT FINISHED FOR A QUIET AND COMFORTABLE LIVING WITH ALL MODERN AMENITIES, COMPRISING OF 2 SPACIOUS BEDROOMS, LAMINATED FLOORS THROUGHOUT, SUFFICIENT DAYLIGHT, ...",0,2026-02-11 22:13:58.296088,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1975-fairport-road-pickering-liverpool-ontario/1731571231
"34 KINGSWOOD DRIVE N Clarington (Courtice), Ontario",2500,2.0,,,"Courtice, Clarington (Courtice)•",Durham,Well maintained 2 Bedroom 2 Bath Large Raised-Bungalow* Main Floor Features Large Family Room With French Doors *Opening To Formal Dining Room. Bright Eat-In Kitchen With Granite Countertop & Back ...,0,2026-02-11 22:13:51.883453,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/34-kingswood-drive-n-clarington-courtice-ontario/1733011254
"Oshawa house for rent , north oshawa",2600,3.5,2000,House,"Samac, Oshawa•",Durham,(647) 385 -2610 jay Please call or txt for a faster response Top floor of detached house Newly renovated kitchen Hardwood floor through out In a very quite family oriented neighborhood One bathroom ...,0,2026-02-11 22:13:52.870793,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/oshawa-house-for-rent-north-oshawa/1733003916
2 bedrooms basement separate apartment in Oshawa North,2000,2.0,550,Basement,"Taunton, Oshawa•",Durham,"This 2-bedroom stunning unit is located on the ground level of a 4 bedroom detached home in Oshawa North, just minutes from shopping, restaurants, and the 401. Built/Renovated in 2026, it features ...",0,2026-02-11 22:13:55.702586,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedrooms-basement-separate-apartment-in-oshawa-north/1732159429
